0,1,2,3
134,"Deandre Ayton, C",Phoenix Suns,"$9,562,920"
135,"Delon Wright, SG",Dallas Mavericks,"$9,473,684"
136,"Jerami Grant, SF",Denver Nuggets,"$9,346,153"
137,"Fred VanVleet, PG",Toronto Raptors,"$9,346,153"
138,"Tyus Jones, PG",Memphis Grizzlies,"$9,258,000"
139,"Al-Farouq Aminu, SF",Orlando Magic,"$9,258,000"
140,"George Hill, PG",Milwaukee Bucks,"$9,133,907"
RK,NAME,TEAM,SALARY
141,"Kyle Anderson, SF",Memphis Grizzlies,"$9,073,050"
142,"Taj Gibson, F",New York Knicks,"$9,000,000"
143,"Ja Morant, PG",Memphis Grizzlies,"$8,730,240"
144,"Lonzo Ball, PG",New Orleans Pelicans,"$8,719,320"
145,"E'Twaun Moore, G",New Orleans Pelicans,"$8,664,928"
146,"Marvin Bagley III, PF",Sacramento Kings,"$8,556,120"
147,"Bogdan Bogdanovic, SG",Sacramento Kings,"$8,529,386"
148,"P.J. Tucker, PF",Houston Rockets,"$8,349,039"
149,"CJ Miles, G",Washington Wizards,"$8,333,333"
150,"Cristiano Felicio, PF",Chicago Bulls,"$8,156,500"
RK,NAME,TEAM,SALARY
151,"Ben Simmons, PG",Philadelphia 76ers,"$8,113,930"
152,"Kentavious Caldwell-Pope, SG",Los Angeles Lakers,"$8,089,282"
153,"Thomas Bryant, C",Washington Wizards,"$8,000,000"
154,"Wayne Ellington, SG",New York Knicks,"$8,000,000"
155,"Maxi Kleber, PF",Dallas Mavericks,"$8,000,000"
156,"Lou Williams, SG",LA Clippers,"$8,000,000"
157,"RJ Barrett, SG",New York Knicks,"$7,839,960"
158,"Jayson Tatum, SF",Boston Celtics,"$7,830,000"
159,"Jae Crowder, PF",Miami Heat,"$7,815,533"
160,"Luka Doncic, PG",Dallas Mavericks,"$7,683,360"
RK,NAME,TEAM,SALARY
161,"Joe Harris, SF",Brooklyn Nets,"$7,666,667"
162,"Darrell Arthur, F",Phoenix Suns,"$7,464,912"
163,"Seth Curry, SG",Dallas Mavericks,"$7,461,380"
164,"Doug McDermott, SF",Indiana Pacers,"$7,333,333"
165,"Langston Galloway, SG",Detroit Pistons,"$7,333,333"
166,"Derrick Rose, PG",Detroit Pistons,"$7,317,073"
167,"Brandon Ingram, SF",New Orleans Pelicans,"$7,265,485"
168,"D.J. Augustin, G",Orlando Magic,"$7,250,000"
169,"Lance Thomas, F",Brooklyn Nets,"$7,119,650"
170,"De'Andre Hunter, SF",Atlanta Hawks,"$7,068,360"
RK,NAME,TEAM,SALARY
171,"Josh Jackson, SG",Memphis Grizzlies,"$7,059,480"
172,"Darius Miller, SF",Oklahoma City Thunder,"$7,000,000"
173,"Davis Bertans, SF",Washington Wizards,"$7,000,000"
174,"Ersan Ilyasova, PF",Milwaukee Bucks,"$7,000,000"
175,"Jaren Jackson Jr., PF",Memphis Grizzlies,"$6,927,480"
176,"Nemanja Bjelica, PF",Sacramento Kings,"$6,825,000"
177,"Jaylen Brown, SG",Boston Celtics,"$6,534,829"
178,"Jabari Parker, PF",Sacramento Kings,"$6,500,000"
179,"Ivica Zubac, C",LA Clippers,"$6,481,482"
180,"Darius Garland, PG",Cleveland Cavaliers,"$6,400,920"
RK,NAME,TEAM,SALARY
181,"De'Aaron Fox, PG",Sacramento Kings,"$6,392,760"
182,"Milos Teodosic, G",LA Clippers,"$6,300,000"
183,"Trae Young, PG",Atlanta Hawks,"$6,273,000"
184,"Wesley Johnson, F",Washington Wizards,"$6,134,520"
185,"Ish Smith, PG",Washington Wizards,"$6,000,000"
186,"Montrezl Harrell, C",LA Clippers,"$6,000,000"
187,"Marco Belinelli, G",San Antonio Spurs,"$5,846,154"
188,"Jarrett Culver, G",Minnesota Timberwolves,"$5,813,640"
189,"Jonathan Isaac, PF",Orlando Magic,"$5,806,440"
190,"Rodney Hood, SG",Portland Trail Blazers,"$5,718,000"
RK,NAME,TEAM,SALARY
191,"Jonathon Simmons, G",Washington Wizards,"$5,700,000"
192,"Mo Bamba, C",Orlando Magic,"$5,697,600"
193,"Trey Lyles, PF",San Antonio Spurs,"$5,500,000"
194,"Alex Abrines, G",Oklahoma City Thunder,"$5,455,236"
195,"Aron Baynes, C",Phoenix Suns,"$5,453,280"
196,"Jason Smith, F",New Orleans Pelicans,"$5,450,000"
197,"Kris Dunn, G",Chicago Bulls,"$5,348,007"
198,"Coby White, PG",Chicago Bulls,"$5,307,120"
199,"Lauri Markkanen, PF",Chicago Bulls,"$5,300,400"
200,"Alexis Ajinca, C",LA Clippers,"$5,285,394"
RK,NAME,TEAM,SALARY
201,"Wendell Carter Jr., C",Chicago Bulls,"$5,201,400"
202,"Daniel Theis, C",Boston Celtics,"$5,000,000"
203,"Dirk Nowitzki, F",Dallas Mavericks,"$5,000,000"
204,"Kyle Singler, F",Oklahoma City Thunder,"$4,996,000"
205,"Jaxson Hayes, C",New Orleans Pelicans,"$4,862,040"
206,"Buddy Hield, SG",Sacramento Kings,"$4,861,208"
207,"Frank Ntilikina, PG",New York Knicks,"$4,855,800"
208,"Rodney McGruder, G",LA Clippers,"$4,807,693"
209,"Garrett Temple, SF",Brooklyn Nets,"$4,767,000"
210,"Mike Scott, PF",Philadelphia 76ers,"$4,767,000"
RK,NAME,TEAM,SALARY
211,"Robin Lopez, C",Milwaukee Bucks,"$4,767,000"
212,"Avery Bradley, PG",Los Angeles Lakers,"$4,767,000"
213,"Frank Kaminsky, PF",Phoenix Suns,"$4,767,000"
214,"JaMychal Green, F",LA Clippers,"$4,767,000"
215,"Justin Holiday, SF",Indiana Pacers,"$4,767,000"
216,"Richaun Holmes, F",Sacramento Kings,"$4,767,000"
217,"Ed Davis, C",Utah Jazz,"$4,767,000"
218,"Enes Freedom, C",Boston Celtics,"$4,767,000"
219,"Collin Sexton, PG",Cleveland Cavaliers,"$4,764,960"
220,"Rui Hachimura, PF",Washington Wizards,"$4,469,160"
RK,NAME,TEAM,SALARY
221,"Kevon Looney, F",Golden State Warriors,"$4,464,226"
222,"Dennis Smith Jr., PG",New York Knicks,"$4,463,640"
223,"Jamal Murray, PG",Denver Nuggets,"$4,444,746"
224,"Kevin Knox II, SF",New York Knicks,"$4,380,120"
225,"Luc Mbah a Moute, F",Houston Rockets,"$4,320,500"
226,"Cam Reddish, SF",Atlanta Hawks,"$4,245,720"
227,"Zach Collins, PF",Portland Trail Blazers,"$4,240,200"
228,"Mikal Bridges, SF",Phoenix Suns,"$4,161,000"
229,"Alex Len, C",Sacramento Kings,"$4,160,000"
230,"Nicolo Melli, PF",New Orleans Pelicans,"$4,102,564"
RK,NAME,TEAM,SALARY
231,"Cameron Johnson, SF",Phoenix Suns,"$4,033,440"
232,"Malik Monk, SG",Charlotte Hornets,"$4,028,400"
233,"Patrick McCaw, SF",Toronto Raptors,"$4,000,000"
234,"JaVale McGee, C",Los Angeles Lakers,"$4,000,000"
235,"Dorian Finney-Smith, PF",Dallas Mavericks,"$4,000,000"
236,"Reggie Bullock Jr., SF",New York Knicks,"$4,000,000"
237,"Shai Gilgeous-Alexander, PG",Oklahoma City Thunder,"$3,952,920"
238,"P.J. Washington, PF",Charlotte Hornets,"$3,831,840"
239,"Luke Kennard, SG",Detroit Pistons,"$3,827,160"
240,"Miles Bridges, SF",Charlotte Hornets,"$3,755,400"
RK,NAME,TEAM,SALARY
241,"Jakob Poeltl, C",San Antonio Spurs,"$3,754,886"
242,"Tyler Herro, PG",Miami Heat,"$3,640,200"
243,"Donovan Mitchell, SG",Utah Jazz,"$3,635,760"
244,"Stanley Johnson, SF",Toronto Raptors,"$3,623,000"
245,"Jake Layman, F",Minnesota Timberwolves,"$3,581,986"
246,"Thon Maker, F",Detroit Pistons,"$3,569,643"
247,"Jerome Robinson, SG",Washington Wizards,"$3,567,720"
248,"Allonzo Trier, G",New York Knicks,"$3,551,000"
249,"Danuel House Jr., SF",Houston Rockets,"$3,540,000"
250,"Domantas Sabonis, PF",Indiana Pacers,"$3,529,555"
RK,NAME,TEAM,SALARY
251,"Michael Beasley, F",Brooklyn Nets,"$3,500,000"
252,"T.J. McConnell, PG",Indiana Pacers,"$3,500,000"
253,"Boban Marjanovic, C",Dallas Mavericks,"$3,500,000"
254,"DeMarcus Cousins, C",Denver Nuggets,"$3,500,000"
255,"Taurean Prince, PF",Brooklyn Nets,"$3,481,986"
256,"Dario Saric, PF",Phoenix Suns,"$3,481,986"
257,"Romeo Langford, SG",Boston Celtics,"$3,458,400"
258,"Bam Adebayo, C",Miami Heat,"$3,454,080"
259,"Michael Porter Jr., SF",Denver Nuggets,"$3,389,400"
260,"Denzel Valentine, G",Chicago Bulls,"$3,377,569"
RK,NAME,TEAM,SALARY
261,"Juancho Hernangomez, PF",Minnesota Timberwolves,"$3,321,030"
262,"Sekou Doumbouya, SF",Detroit Pistons,"$3,285,120"
263,"Justin Jackson, SF",Dallas Mavericks,"$3,280,920"
264,"Troy Brown Jr., SF",Washington Wizards,"$3,219,480"
265,"Yogi Ferrell, PG",Sacramento Kings,"$3,150,000"
266,"Zhaire Smith, G",Philadelphia 76ers,"$3,058,800"
267,"Khem Birch, C",Orlando Magic,"$3,000,000"
268,"Quinn Cook, PG",Los Angeles Lakers,"$3,000,000"
269,"Ryan Arcidiacono, G",Chicago Bulls,"$3,000,000"
270,"Nickeil Alexander-Walker, SG",New Orleans Pelicans,"$2,964,840"
RK,NAME,TEAM,SALARY
271,"D.J. Wilson, F",Milwaukee Bucks,"$2,961,120"
272,"Cedi Osman, SF",Cleveland Cavaliers,"$2,907,143"
273,"Donte DiVincenzo, SG",Milwaukee Bucks,"$2,905,800"
274,"Bryn Forbes, SG",San Antonio Spurs,"$2,875,000"
275,"Goga Bitadze, C",Indiana Pacers,"$2,816,760"
276,"T.J. Leaf, PF",Indiana Pacers,"$2,813,280"
277,"Alex Caruso, SG",Los Angeles Lakers,"$2,750,000"
278,"Malik Beasley, SG",Minnesota Timberwolves,"$2,731,714"
279,"Luka Samanic, F",San Antonio Spurs,"$2,689,920"
280,"Lonnie Walker IV, G",San Antonio Spurs,"$2,689,920"
RK,NAME,TEAM,SALARY
281,"John Collins, PF",Atlanta Hawks,"$2,686,560"
282,"Kevin Huerter, SG",Atlanta Hawks,"$2,636,280"
283,"Caris LeVert, SG",Brooklyn Nets,"$2,625,718"
284,"Marko Guduric, G",Memphis Grizzlies,"$2,625,000"
285,"DeAndre' Bembry, SG",Atlanta Hawks,"$2,603,982"
286,"Matisse Thybulle, SG",Philadelphia 76ers,"$2,582,160"
287,"Harry Giles III, F",Sacramento Kings,"$2,578,800"
288,"Rajon Rondo, PG",Los Angeles Lakers,"$2,564,753"
289,"Wesley Matthews, SG",Milwaukee Bucks,"$2,564,753"
290,"Nene Hilario, C",Atlanta Hawks,"$2,564,753"
RK,NAME,TEAM,SALARY
291,"Josh Okogie, SF",Minnesota Timberwolves,"$2,530,680"
292,"Manu Ginobili, G",San Antonio Spurs,"$2,500,000"
293,"Rondae Hollis Jefferson, SF",Toronto Raptors,"$2,500,000"
294,"Brandon Clarke, PF",Memphis Grizzlies,"$2,478,840"
295,"Terrance Ferguson, SF",Oklahoma City Thunder,"$2,475,840"
296,"Emeka Okafor, C",Philadelphia 76ers,"$2,445,085"
297,"Kendrick Perkins, C",Cleveland Cavaliers,"$2,445,085"
298,"Grayson Allen, SG",Memphis Grizzlies,"$2,429,400"
299,"Grant Williams, PF",Boston Celtics,"$2,379,840"
300,"Jarrett Allen, C",Brooklyn Nets,"$2,376,840"
RK,NAME,TEAM,SALARY
301,"Pascal Siakam, PF",Toronto Raptors,"$2,351,839"
302,"Skal Labissiere, F",Portland Trail Blazers,"$2,338,847"
303,"Chandler Hutchison, SF",Chicago Bulls,"$2,332,320"
304,"Aaron Holiday, G",Indiana Pacers,"$2,329,200"
305,"Dejounte Murray, SG",San Antonio Spurs,"$2,321,735"
306,"Damian Jones, C",Atlanta Hawks,"$2,305,057"
307,"Darius Bazley, PF",Oklahoma City Thunder,"$2,284,800"
308,"O.G. Anunoby, SF",Toronto Raptors,"$2,281,800"
309,"Ante Zizic, C",Cleveland Cavaliers,"$2,281,800"
310,"Luke Kornet, C",Chicago Bulls,"$2,250,000"
RK,NAME,TEAM,SALARY
311,"Brandon Jennings, G",Milwaukee Bucks,"$2,222,803"
312,"Ty Jerome, SG",Phoenix Suns,"$2,193,480"
313,"Willie Cauley-Stein, C",Dallas Mavericks,"$2,177,483"
314,"Anfernee Simons, SG",Portland Trail Blazers,"$2,149,560"
315,"Austin Rivers, SG",Houston Rockets,"$2,147,317"
316,"Nassir Little, SF",Portland Trail Blazers,"$2,105,520"
317,"Moritz Wagner, C",Washington Wizards,"$2,063,520"
318,"Sean Kilpatrick, G",Chicago Bulls,"$2,054,856"
319,"Dylan Windler, SG",New York Knicks,"$2,035,800"
320,"Caleb Swanigan, F",Portland Trail Blazers,"$2,033,160"
RK,NAME,TEAM,SALARY
321,"Mike Muscala, C",Oklahoma City Thunder,"$2,028,594"
322,"Ben McLemore, SG",Houston Rockets,"$2,028,594"
323,"Edmond Sumner, PG",Indiana Pacers,"$2,000,000"
324,"Torrey Craig, SF",Denver Nuggets,"$2,000,000"
325,"Noah Vonleh, PF",Denver Nuggets,"$2,000,000"
326,"Landry Shamet, SG",LA Clippers,"$1,995,120"
327,"Mfiondu Kabengele, C",LA Clippers,"$1,977,000"
328,"Kyle Kuzma, SF",Los Angeles Lakers,"$1,974,600"
329,"Jordan Poole, SG",Golden State Warriors,"$1,964,760"
330,"Tony Bradley, C",Utah Jazz,"$1,962,360"
RK,NAME,TEAM,SALARY
331,"Keldon Johnson, SF",San Antonio Spurs,"$1,950,600"
332,"Derrick White, PG",San Antonio Spurs,"$1,948,080"
333,"Robert Williams III, C",Boston Celtics,"$1,937,520"
334,"Jacob Evans, G",Minnesota Timberwolves,"$1,925,880"
335,"Omari Rasulala Spellman, F",Golden State Warriors,"$1,897,800"
336,"James Ennis III, F",Orlando Magic,"$1,882,867"
337,"Shabazz Napier, G",Washington Wizards,"$1,845,301"
338,"DeAndre Liggins, G",Miami Heat,"$1,795,015"
339,"Markieff Morris, PF",Los Angeles Lakers,"$1,750,000"
340,"Cameron Payne, PG",Phoenix Suns,"$1,737,145"
RK,NAME,TEAM,SALARY
341,"Pat Connaughton, SG",Milwaukee Bucks,"$1,723,050"
342,"Jahlil Okafor, C",New Orleans Pelicans,"$1,702,486"
343,"Rodions Kurucs, SF",Brooklyn Nets,"$1,699,236"
344,"Jonah Bolden, PF",Phoenix Suns,"$1,698,450"
345,"Cheick Diallo, F",Phoenix Suns,"$1,678,854"
346,"Dragan Bender, F",Golden State Warriors,"$1,678,854"
347,"Willy Hernangomez, C",Charlotte Hornets,"$1,676,735"
348,"Julyan Stone, G",Chicago Bulls,"$1,656,092"
349,"MarShon Brooks, G",Chicago Bulls,"$1,656,092"
350,"Josh Hart, SG",New Orleans Pelicans,"$1,655,160"
RK,NAME,TEAM,SALARY
351,"Treveon Graham, F",Atlanta Hawks,"$1,645,357"
352,"Christian Wood, F",Detroit Pistons,"$1,645,357"
353,"Jordan McRae, G",Detroit Pistons,"$1,645,357"
354,"Derrick Jones Jr., SF",Miami Heat,"$1,645,357"
355,"Georges Niang, SF",Utah Jazz,"$1,645,357"
356,"Isaiah Thomas, G",Washington Wizards,"$1,620,564"
357,"Shaquille Harrison, G",Chicago Bulls,"$1,620,564"
358,"Isaiah Taylor, G",Toronto Raptors,"$1,620,564"
359,"Trey Burke, PG",Dallas Mavericks,"$1,620,564"
360,"Tyler Lydon, F",Sacramento Kings,"$1,620,564"
RK,NAME,TEAM,SALARY
361,"Emmanuel Mudiay, G",Utah Jazz,"$1,620,564"
362,"Nerlens Noel, C",Oklahoma City Thunder,"$1,620,564"
363,"Patrick Patterson, PF",LA Clippers,"$1,620,564"
364,"Furkan Korkmaz, SG",Philadelphia 76ers,"$1,620,564"
365,"Kyle O'Quinn, C",Philadelphia 76ers,"$1,620,564"
366,"Michael Carter-Williams, G",Orlando Magic,"$1,620,564"
367,"Wilson Chandler, F",Brooklyn Nets,"$1,620,564"
368,"Glenn Robinson III, F",Philadelphia 76ers,"$1,620,564"
369,"Kyle Korver, G",Milwaukee Bucks,"$1,620,564"
370,"Udonis Haslem, PF",Miami Heat,"$1,620,564"
RK,NAME,TEAM,SALARY
371,"Jared Dudley, SF",Los Angeles Lakers,"$1,620,564"
372,"Dwight Howard, C",Los Angeles Lakers,"$1,620,564"
373,"JaKarr Sampson, SF",Indiana Pacers,"$1,620,564"
374,"Justin Patton, C",Oklahoma City Thunder,"$1,620,564"
375,"Ryan Anderson, PF",Houston Rockets,"$1,620,564"
376,"Thabo Sefolosha, F",Houston Rockets,"$1,620,564"
377,"Gerald Green, G",Houston Rockets,"$1,620,564"
378,"Tyson Chandler, C",Houston Rockets,"$1,620,564"
379,"Alec Burks, SG",Philadelphia 76ers,"$1,620,564"
380,"J.J. Barea, G",Dallas Mavericks,"$1,620,564"
RK,NAME,TEAM,SALARY
381,"Jarell Martin, F",Cleveland Cavaliers,"$1,620,564"
382,"Raul Neto, PG",Philadelphia 76ers,"$1,620,564"
383,"Tim Frazier, PG",Detroit Pistons,"$1,620,564"
384,"Jordan Bell, F",Memphis Grizzlies,"$1,620,564"
385,"Joe Johnson, G",Boston Celtics,"$1,620,564"
386,"Vince Carter, G",Atlanta Hawks,"$1,620,564"
387,"Frank Jackson, G",New Orleans Pelicans,"$1,618,520"
388,"Abdel Nader, SF",Oklahoma City Thunder,"$1,618,520"
389,"Damyean Dotson, SG",New York Knicks,"$1,618,520"
390,"Royce O'Neale, PF",Utah Jazz,"$1,618,520"
RK,NAME,TEAM,SALARY
391,"Sterling Brown, SF",Milwaukee Bucks,"$1,618,520"
392,"Semi Ojeleye, PF",Boston Celtics,"$1,618,520"
393,"Dillon Brooks, SF",Memphis Grizzlies,"$1,618,520"
394,"Wes Iwundu, F",Orlando Magic,"$1,618,420"
395,"Dwight Buycks, G",Detroit Pistons,"$1,600,520"
396,"Mitchell Robinson, C",New York Knicks,"$1,599,712"
397,"Chris Boucher, PF",Toronto Raptors,"$1,588,231"
398,"Malcolm Miller, F",Toronto Raptors,"$1,588,231"
399,"Monte Morris, PG",Denver Nuggets,"$1,588,231"
400,"Antonio Blakeney, G",Chicago Bulls,"$1,588,231"
RK,NAME,TEAM,SALARY
401,"Tyrone Wallace, G",Atlanta Hawks,"$1,588,231"
402,"Malachi Richardson, G",Philadelphia 76ers,"$1,569,360"
403,"Giorgios Papagiannis, C",Portland Trail Blazers,"$1,544,951"
404,"Chinanu Onuaku, C",Portland Trail Blazers,"$1,544,951"
